"Tweets","Duygu",""
"ryanair halihazırda geniş bir bordro desteği alan lufthansa ya alman devletinin sağladığı milyar euro luk ek yardımı eleştirirken yardımın lufthansa nın almanya havacılık pazarında tekelleşmesine yol açacağını belirtti","1",""
"covid un turizm çalışanlarına en büyük etkisi ne oldu  ","0",""
"ekonomik anlamda önemli bir yeri olan turizmveotelcilik sektöründe dijital pazarlama çalışmaları nasıl olmalı    ","0",""
"mak danışmanlık son verileri açıkladı sonuçlar çok vahim ","1",""
"türkiye kıyılarına yakın yunan adalarında faaliyet gösteren yat acente işletmecileri covid salgını tedbirleri kapsamında türkiye ile kapalı tutulan deniz yollarının yeniden açılmasını istiyor  ","1",""
"açılmadan biten bir sezon ülkeye seyahat izni veren başkenti tuerkiye liste de yer almadı böylelikle çoğunluk avrupabirligi ulkelerine destek vermiş oldu ","1",""
"yaz tatili planı yapanlar dikkat havuz mu yoksa deniz mi daha güvenli prof dr ceyhan uyardı yüzerken de mesafeyi korumak lazım ","0",""
"koronavirüs sonrası otellerde neler değişti hızlı uyum sağlayan otellerdeki önlemler ","2",""
"türkiye den vazgeçemediler iptal etmek yerine ertelediler","2",""
"plajlar yeni sezona hazırlanıyor ","0",""
"sevmek için yürek sürdürmek için emek gerek ","0",""
"turizm canlansın diye japonya da tatile çıkacaklara para desteği hep yokluktan bunlar ","1",""
"turizm i açıp insanları evdekal diyorlar ama ösym de sınavlara sokuyor turizm acilmasinin sebebi turizm bakaninin otelleri kapanirsa nolcak para kazansin demi diğer esnaflara ne olucak bazi insanlar ","1",""
"ingiltere den türkiye uçak seferleri için son dakika açıklaması ","0",""
"bozcaada tutkunlarini üzecek haber ","1",""
"avrupa da turizmi kurtarma adımı karantina uygulanmayacak avrupa ülkeleri turizm sezonunu kurtarmak için seyahat koridorları kurmaya hazırlanıyor","2",""
"sezon haziran başı itibariyle başlıyor tüm partnerlerimize güzel bir sezon diliyoruz ","2",""
" bunca yalanı nerden çıkarttınız allah aşkına dogüturkıstanlı lar dönemeyecek haldeyken allah kahretsiz çin bunların yalan yalaka larına kulak asmayın","1",""
"yeni dönem satış stratejiniz hangi yönde olacak","0",""
"nisan ayında sadece turist alabilen japonya turizm endüstrisini yeniden başlatmak için ziyaretçilerin yaptığı gezinin maliyetinin yarısına kadar finansman sağlamayı düşünüyor ","2",""
"turist rehberiyim hayat normale dönüyor ama biz boku avuçluyormuşuz gibi geliyor bakalım sonumuz ne olacak turizm","1",""
" devletimiz her yerde herköşeyi güvenli yaşanılır hale getiriyor pkk ya yaz kış göz açtırmayan mücadele veren askerimize polisimize bakanımız teşekkürler zapsuyu üzerinde muhteşem bir proje bittiğinde gidilir","2",""
"turizm sektörü inşallah tamamen bitmez bizde zevkle giydiğimiz önlükleri atmayız ","2",""
"turizimciler hangi gerçeklikte yaşıyor karı koca iki kişi yıldız değil yıldızlı otel olsa bir hafta için tl kim odeyebiliyor abi ödeyenler elbette vardır bunu haberlere niye cikartiyorsunuz abi ","1",""
"plajda sigara içmek yasak olmuş sigara tiryakilerine en çok bu yasak koyacaktır ","1",""
"turistlere uygulanan karantina sona eriyor","2",""
"almanya ülkeye seyahat yasağını kaldırıyor ilk listede türkiye yok ","1",""
"japonya ülkeyi ziyaret eden turistlerin harcamalarının yarısını ödeyecek","0",""
"otobüs firmaları seferlere başlayacakları tarihi açıkladı","0",""
"koronovirus pandemi sonrasında negatif ve pozitif anlamda öne çıkan sektörler ","0",""
"japonya turizm ajansı ekonomiyi canlandırmak için dev bir bütçe ayrıldığını açıkladı","0",""
"dünyanın en güvenli turizm destinasyonu yunanistan gibi görünüyor ","0",""
"uluslararası hava taşımacılığı birliği iata yayınladığı analizde havayolu endüstrisinin global borcunun yıl sonuna kadar milyar dolara yükselebileceğini öngördü ","1",""
"kütahya çinili camii muhteşem görüntüsüyle sizleri bekliyor","2",""
"yabancı turistler ne zaman gelecek ruslar bu sene türkiye de tatil yapabilecek mi ","0",""
"koronavirüs sonrası maceraseverler artacak tertemiz havasıyla dogasıyla binbir rengi ile yedigöller gidilmek için en uygun yerlerden bir tanesi ","2",""
"alacaklısı adil üstündağ ın otelini basıp ölümle tehdit etti ","0",""
" faaliyet alanı nedir emitt nasıl bir katkı sağladı gelin tüm bu soruların yanıtlarını firmanın genel müdürü atilla mert ten dinleyelim","0",""
"işte konyaaltı sahili nde uygulanacak normalleşme kuralları ","0",""
" yılına yakın uzay turizm araçları geliştirecekler","0",""
"dünyaca ünlü sahilde sosyal mesafeli yeni düzen ","0",""
"sağlık turizminden beklentimiz çok ","2",""
"güney amerika nın en büyük havayolu firması latam bazı iştirakleriyle birlikte yeniden yapılandırma süreci gerçekleştirmek için abd de ilgili mahkemeye iflas koruma başvurusu yaptı","1",""
"acun ilicali rekorlari altüst etti dünya onu konuşuyor ","2",""
"almanya ülkeye seyahat yasağını kaldırıyor ","2",""
"konyaaltı sahilinde yeni kurallar belli oldu rastgele giriş tarihe karıştı tatilcileri ve halkı çok zorlayacak  ","1",""
" arabası var liralık yardımın peşinden koşturuyor","1",""
"ne bayramı ne yasağı dinlediler ot biçme yüzünden silahla kavga ettiler ölü yaralı","1",""
"belediye kaş ilgili belediyelerin sosyal medya yönetimleri sıfır türkçe bilgileri zaten yok halka herhangi bir konuyu anlatma cevap verme gibi kaygıları yok zannedersiniz patagonya da patagonyalıların belediyeleri antalya ya keyif sürmek için gelmişler ","1",""
" otellerde nasil hijyen dezenfeksiyon ve misafir ağırlama olacak ","0",""
"turizm sektörü koronavirüs sürecinde tüm paydaşlarıyla yazdı konuştu yayınladı ve önemli bir bilgi öneri havuzu oluşturdu bu süreci günümüz teknolojisi ile biraraya getirip bundan sonrasına fikir vermesi açısından değerlendirmek de iyi bir eylem olabilir ","2",""
"salgından tüm ülkelere ağır fatura ","1",""
"tabiat parkındaki şelale de koronavirüs sessizliği","0",""
"bakan kurum antalya da imara aykırı izinsiz yapı tespit edildi tümü yıkılacak","2",""
"rakiplerimiz nasıl normalleşiyor","0",""
"ahmet serdar körükçü planlarımızı mart ve sonrası için yapıyoruz","0",""
"zarina doguzov tüm çabamız vatandaşlarımızın yurt içinde tatil yapmasını sağlamak ","2",""
"ispanya temmuz itibariyle tatilcileri kabul etmeye başlayacak ","0",""
"tse den sağlikli turizm belgesi turizm bakanlığı öncülüğünde sektör paydaşlarının iş birliğiyle sağlıklı turizm belgelendirme programı hazırlandı tse tarafından denetlenecek ve sağlıklı turizm belgesi verilecek ve kuruluşlar kültür ve turizm bakanlığı web sitesinden duyurulacak","0",""
"sektör olarak enerji ve gayrımenkul girişimsermayeleri finans faktoring ile teknoloji ve turizm sektöründe hareketleri izleyelim ","0",""
" rus turistin tatil tercihlerini açıkladı ","0",""
"bursa kalkışlı antalya olympos turumuza temmuz çarşamba gecesi ile birlikte başlıyoruz","2",""
"almanya da devlete bağlı ekonomik istikrar fonu wsf lufthansa ile ilgili kurtarma paketini onayladı paket toplamı milyar euro yu bulan özkaynak girdisi hisse ortaklığı ve kredi içeriyor","0",""
"güzel günler yakın","2",""
"turizm de yeniden açılım değerlendirmeleri için türkiye ve rakiplerin durumu ","0",""
"rusya başbakanı ndan rus vatandaşlarına çağrı yurtdışı tatillerinizden vazgeçin rusya başbakanı mishustin vatandaşlarının yaz tatillerini evlerinde geçirmeleri gerektiğini söyledi ","1",""
"salgın ve turizm sektörü üzerine ","0",""
"yeninormal de turizm endüstrisine yönelik devlet teşvikleri ön görülen ulusal ve uluslararası turizm yatırımları ve küresel bazda geliştirilecek yeni iş birlikleri ve modelleri neler olacak mayıs salı günü saat da turizm tv youtube kanalı nda ","0",""
"israil hava yolları yıl aradan sonra türkiye de uzun bir aradan sonra ilk kez bir israil hava yolları elal uçağı türkiye ye indi tourismmustsurvive ","0",""
"belçika da bulunan fly time adlı turizm firmasının logo tasarlatma tercihi bizden yana oldu kendilerine teşekkür eder iyi çalışmalar dileriz ","2",""
"restoran ve turizm işletmeleri hijyen ve sosyalmesafe kurallarına uyarak açılmaya hazırlanıyor","2",""
"herkes merak ediyordu işte böyle tatil yapacağız","2",""
"ispanya temmuz ayında kapılarını turistlere açabilir   ","0",""
"manavgat sahiline dokunma   turizm bakanı   lütfen çekin kirli ellerinizi","1",""
"restoran ve turizm işletmeleri belirlenen kurallar çerçevesinde açılacak  ","2",""
"birleşmiş milletlere bağlı dünya turizm örgütü unwto yılı verilerinin yer aldığı mayıs barometresi yayımlandı  ","0",""
"turizmciler iç sezon için hazırlıklarını ve öngörülerini açıkladı","0",""
"uzun zamandır planladığım turuzm videoları kanalımı açtım hepsi müziği görüntüsü ile özgün videolardır ","2",""
" haziran da iç hat uçuşlarını başlatıyor  ","2",""
" kaya demirer mehmet nane eresin pinar in katılımlarıyla turizmde yeni normalleri konuştuğumuz webinarı izlemek için turizm webinar","0",""
"almanya türkiye ye yönelik seyahat uyarısını kaldıracak mı  ","0",""
"    turizm motivasyon çalıştayında bu kez düğün festival     gastronomi turizmi stk başkanlarını bir araya getirdi ","0",""
"tarihi öneme sahip bi kaç turistik yerlerde köylüler evlerini butikotel e çevimiş ineği koyunu satmış tarım a sırtını dönüp sapı samanı unutmuştu kovid bize turizm in uzun vadede karın doyurmayacağını öğreteli ay oldu ","1",""
"otel ve plajlarda covid a karşı alınması gereken önlemler nelerdir","0",""
"borsa geleceği ılımlı mı ihracat ve turizm gelirlerinde salgın hastalığa bağlı olarak gözlenen düşüşe karşın emtia fiyatları ve ithalatın sınırlayıcı etkisiyle cari işlemler dengesinin yıl genelinde olımlı bir seyir izleyeceğini öngörüyorum ","2",""
"yıl turizm bakanlığı turistler için finlandiya dan tuvalet kağıtı ithal etti","1",""
"çavuşoğlu rusya almanya ve çeşitli ülkelerden turistleri charter uçuşlarla getirebiliriz","2",""
"bu turizm sezonu böyle devam edecek","0",""
"ulaştırma ve altyapı bakanı adil karaismailoğlu demiryolları ulaşımında normalleşme sürecinin başlatılacağını belirterek sürecin tedbirlerle birlikte yürütüleceğini söyledi turizm ulastırma yeninormal","0",""
"antalya türkiye belediye turizm yol artık yılan herkese dokunuyor herkesin canını yakacak allah a olan samimiyetimizi sorgulayıp yeniden tesis etmek zorundayız islam kuru bir bayram tebriği değildir allah adına yaşamasını öğrenmeliyiz ","1",""
"türkiye dünyada en çok ziyaretçi ağırlayan kaçıncı ülkesi ","0",""
"ülkede gününü yaşadığımız salgında turizm bakanlığı turizm işletmelerine pandemiyle alakalı standartları hala yayınlamış bildirmiş değil buna rağmen insanlara turizm şu zaman başlar diyerek gaz veriyorlar bu yaz otel tatili yapanın aklına şaşarım","1",""
"ramazan bayramınız mübarek olsun sağlıklı güzel bayramlar dileriz ","2",""
"turizm merkezlerinin plaj ve sahilleri sessiz kaldı ","1",""
"covid ile mücadelede tüm önlemlerimizi alıyoruz yakında güzel haberler paylaşacağız ","2",""
"turizm deyince aklıma gelen güzel seyahatler canım italya amalfi kıyısı tekrar bu kalabalıkları görecek mi nasıl sessiz bir cumartesi evdekal alarak geçiriyoruz elbet ","1",""
"sanatçılar tercih ediyordu ünlü otel corona nedeniyle iflas etti  ","1",""
"turizm  gelirlerinde iki basamak yükseldi dünya turizm örgütü yılı verilerine göre türkiye dünyanın en çok ziyaretçi ağırlayan ncı ülkesi oldu turizm gelirlerinde ise iki basamak daha yükselerek üncü sıraya yerleşti","2",""
"dışişleribakanı mevlütçavuşoğlu dan turizm açıklaması ülkemizi bilen herkes gelmek istiyor ","2",""
"cumhurbaşkanlığı sözcüsü ibrahim kalın turizm sektörünün haziran ortasında açılmasını bekliyoruz","0",""
"kıbrıs rum kesimi havaalanları yeniden açıldığında rus turistleri yasaklayacak","1",""
" yılında kurulmuş olan araç kiralama şirketi hertz covid salgınının yol açtığı ekonomik daralma nedeniyle amerika birleşik devletleri nde ilgili mahkemeye iflas koruma başvurusu yaptı ","1",""
"hastalığa tekrar kavuşmak için ülkeler arasındaki yarış başlıyor sanki ","0",""
"ve spa araştırmaları enstitüsü pazar araştırma başkanı ulf sonntag tan çarpıcı tespitler ","2",""
"arefe geldi bayram geliyor derken geldi çattı berber kuaför ve konfeksiyon sahiplerinin gazı alındığına göre bu ülkenin gerçek ekonomisini oluşturan turizm sektörüne sıra gelmiştir","1",""
"alman hükümeti milyar eura ile lufthansayı kurtardı","2",""
"kültür ve turizm bakanlığı nisan ayı yabancı ziyaretçi istatistiklerini açıkladı","0",""
"gez ceylan bu dağlarda ","2",""
"koronaya iyi gelen ilaç ölüm riskini de arttırıyor","1",""
"antalya belediye turizm de başarı bir otel sahibi veya yöneticisine bağlı değil deniz suyu sıcaklığına bağlı otel sahibi ve yöneticisi için ne acı bir durum ikisi de aslında hiç bu sektörde bir hiç olarak varlar ve ilginçtir ki var olmak için de çalışmıyorlar ","1",""
"türsab korona virüs salgını ardından uygulanacak yeni normal sürecini daha iyi anlamak ve sürdürülebilir çözüm önerileri geliştirmek amacıyla bir rapor hazırladı","2",""
"simav ilçemize bağlı olan gölcük yaylası sahip olduğu doğal güzelliklerle sizleri bekliyor plateau nature tourism welcomesyou ","2",""
"bu yıl mavi bayraklı plaj sayıları antalya da ya muğla da e izmir de ye aydın da e balıkesir de e istanbul da ye samsun da da e yükseldi van ise denize kıyısı olmamasına rağmen mavi bayraklı plaja sahip olan tek il olarak kayda geçti","2",""
"türkiye mavi bayrak ta ispanya ve yunanistan ın ardından dünyanın en çok mavi bayraklı üncü ülkesi olan türkiye nin ödüllü plaj sayısı bu yıl artarak ya yükseldi ","2",""
"dünya genelinde turizm ve seyahat sektöründe milyon insan istihdam edilir ve bu sektörün küresel gsyih ya yüzde luk katkısı vardır bu sektörün pandemiden sonra nasıl bir yol izleyeceği bütün dünyada merak konusu","0",""
"unesco dünya mirası listesindeki nemrut dağı turizme açılıyor","2",""
"rus turistlerin gelişi için turizm bakanı ersoy temmuz u ruslar ağustos u işaret etti","0",""
"erciyes e bir otel zinciri daha mı geliyor ","0",""
"turizm çalışma grubu olarak duayen turizmci dr cem kınay ile covid sonrası yeni turizm trendlerini konuştuk","0",""
"mehmet nuri ersoy tatil amaçlı özel izin belgesi oluşturulacak  ","0",""
"merkezi ingiltere de bulunan popüler tur operatörü ve havayolu jet bugün yaptığı duyuruyla yaz programına temmuz da başlayacağını duyurdu","0",""
"sağlık bakanı nelutataru işler düşündüğümüz gibi yolunda giderse haziran da terasları ve haziran dan itibaren de plajları açmayı düşünüyoruz romanya romen turizm karadeniz kostence ","2",""
